"","GeneID","Chr","Start","End","Strand","Length"
"441","gene-YBR192W","NC_001134.8","607652","608785","+",1134
"442","gene-YBR193C","NC_001134.8","609082","609753","-",672
"443","gene-YBR194W","NC_001134.8","610038","610409","+",372
"444","gene-YBR195C","NC_001134.8","610614","611882","-",1269
"445","gene-YBR196C","NC_001134.8","612236","613900","-",1665
"446","gene-YBR196C-A","NC_001134.8","614024","614173","-",150
"447","gene-YBR196C-B","NC_001134.8","614526","614630","-",105
"448","gene-YBR197C","NC_001134.8","615203","615856","-",654
"449","gene-YBR198C","NC_001134.8","616127","618523","-",2397
"450","gene-YBR199W","NC_001134.8","618909","620303","+",1395
"451","gene-YBR200W","NC_001134.8","620872","622527","+",1656
"452","gene-YBR200W-A","NC_001134.8","622983","623147","+",165
"453","gene-YBR201C-A","NC_001134.8","624493","624696","-",204
"454","gene-YBR201W","NC_001134.8","623576","624211","+",636
"455","gene-YBR202W","NC_001134.8","625772","628309","+",2538
"456","gene-YBR203W","NC_001134.8","629168","631942","+",2775
"457","gene-YBR204C","NC_001134.8","632254","633381","-",1128
"458","gene-YBR205W","NC_001134.8","633622","634836","+",1215
"459","gene-YBR207W","NC_001134.8","635146","636543","+",1398
"460","gene-YBR208C","NC_001134.8","636703","642210","-",5508
"461","gene-YBR209W","NC_001134.8","642583","642900","+",318
"462","gene-YBR210W","NC_001134.8","645550","645978","+",429
"463","gene-YBR211C","NC_001134.8","646158","647132","-",975
"464","gene-YBR212W","NC_001134.8","647886","649904","+",2019
"465","gene-YBR213W","NC_001134.8","650368","651192","+",825
"466","gene-YBR214W","NC_001134.8","651415","652998","+",1584
"467","gene-YBR215W","NC_001134.8;NC_001134.8","653356;653453","653368;655317","+;+",1878
"468","gene-YBR216C","NC_001134.8","655576","657600","-",2025
"469","gene-YBR217W","NC_001134.8","657832","658392","+",561
"470","gene-YBR218C","NC_001134.8","658707","662249","-",3543
"471","gene-YBR219C","NC_001134.8;NC_001134.8","662499;663003","662581;663303","-;-",384
"472","gene-YBR220C","NC_001134.8","662995","664677","-",1683
"473","gene-YBR221C","NC_001134.8","665153","666253","-",1101
"474","gene-YBR221W-A","NC_001134.8","666538","666642","+",105
"475","gene-YBR222C","NC_001134.8","666720","668351","-",1632
"476","gene-YBR223C","NC_001134.8","668663","670297","-",1635
"477","gene-YBR225W","NC_001134.8","670627","673329","+",2703
"478","gene-YBR227C","NC_001134.8","673572","675134","-",1563
"479","gene-YBR228W","NC_001134.8","675313","676227","+",915
"480","gene-YBR229C","NC_001134.8","676357","679221","-",2865
"481","gene-YBR230C","NC_001134.8;NC_001134.8","679549;680040","679942;680050","-;-",405
"482","gene-YBR230W-A","NC_001134.8","680362","680562","+",201
"483","gene-YBR231C","NC_001134.8","682179","683090","-",912
"484","gene-YBR233W","NC_001134.8","683428","684669","+",1242
"485","gene-YBR233W-A","NC_001134.8","684977","685261","+",285
"486","gene-YBR234C","NC_001134.8","685438","686592","-",1155
"487","gene-YBR235W","NC_001134.8","686901","690263","+",3363
"488","gene-YBR236C","NC_001134.8","690383","691693","-",1311
"489","gene-YBR237W","NC_001134.8","691969","694518","+",2550
"490","gene-YBR238C","NC_001134.8","695107","697302","-",2196
"491","gene-YBR239C","NC_001134.8","698354","699943","-",1590
"492","gene-YBR240C","NC_001134.8","700490","701842","-",1353
"493","gene-YBR241C","NC_001134.8","702589","704055","-",1467
"494","gene-YBR242W","NC_001134.8","704670","705386","+",717
"495","gene-YBR243C","NC_001134.8","705447","706793","-",1347
"496","gene-YBR244W","NC_001134.8","707528","708016","+",489
"497","gene-YBR245C","NC_001134.8","708150","711539","-",3390
"498","gene-YBR246W","NC_001134.8","711591","712754","+",1164
"499","gene-YBR247C","NC_001134.8","713004","714455","-",1452
"500","gene-YBR248C","NC_001134.8","714807","716465","-",1659
"501","gene-YBR249C","NC_001134.8","716882","717994","-",1113
"502","gene-YBR250W","NC_001134.8","719033","720604","+",1572
"503","gene-YBR251W","NC_001134.8","721390","722313","+",924
"504","gene-YBR252W","NC_001134.8","722611","723054","+",444
"505","gene-YBR253W","NC_001134.8","723270","723635","+",366
"506","gene-YBR254C","NC_001134.8","723736","724263","-",528
"507","gene-YBR255C-A","NC_001134.8;NC_001134.8","726618;727012","726917;727074","-;-",363
"508","gene-YBR255W","NC_001134.8","724456","726540","+",2085
"509","gene-YBR256C","NC_001134.8","727386","728102","-",717
"510","gene-YBR257W","NC_001134.8","728885","729724","+",840
"511","gene-YBR258C","NC_001134.8","729734","730162","-",429
"512","gene-YBR259W","NC_001134.8","730387","732453","+",2067
"513","gene-YBR260C","NC_001134.8","732639","734639","-",2001
"514","gene-YBR261C","NC_001134.8","734832","735530","-",699
"515","gene-YBR262C","NC_001134.8","735720","736040","-",321
"516","gene-YBR263W","NC_001134.8","736264","737736","+",1473
"517","gene-YBR264C","NC_001134.8","737770","738369","-",600
"518","gene-YBR265W","NC_001134.8","738582","739544","+",963
"519","gene-YBR267W","NC_001134.8","739841","741022","+",1182
"520","gene-YBR268W","NC_001134.8","741299","741616","+",318
"521","gene-YBR269C","NC_001134.8","742160","742576","-",417
"522","gene-YBR270C","NC_001134.8","742761","744398","-",1638
"523","gene-YBR271W","NC_001134.8","744852","746111","+",1260
"524","gene-YBR272C","NC_001134.8","746361","747803","-",1443
"525","gene-YBR273C","NC_001134.8","748061","749371","-",1311
"526","gene-YBR274W","NC_001134.8","749594","751177","+",1584
"527","gene-YBR275C","NC_001134.8","751356","757106","-",5751
"528","gene-YBR276C","NC_001134.8","757620","760043","-",2424
"529","gene-YBR278W","NC_001134.8","760294","760899","+",606
"530","gene-YBR279W","NC_001134.8","761257","762594","+",1338
"531","gene-YBR280C","NC_001134.8","762784","764697","-",1914
"532","gene-YBR281C","NC_001134.8","764970","767606","-",2637
"533","gene-YBR282W","NC_001134.8","768240","768680","+",441
"534","gene-YBR283C","NC_001134.8","768943","770415","-",1473
"535","gene-YBR284W","NC_001134.8","771239","773632","+",2394
"536","gene-YBR285W","NC_001134.8","773922","774356","+",435
"537","gene-YBR286W","NC_001134.8","774700","776313","+",1614
"538","gene-YBR287W","NC_001134.8","776571","777854","+",1284
"539","gene-YBR288C","NC_001134.8","778012","779463","-",1452
"540","gene-YBR289W","NC_001134.8","779667","782384","+",2718
"541","gene-YBR290W","NC_001134.8","782591","783556","+",966
"542","gene-YBR291C","NC_001134.8","783673","784572","-",900
"543","gene-YBR292C","NC_001134.8","784702","785073","-",372
"544","gene-YBR293W","NC_001134.8","787006","788430","+",1425
"545","gene-YBR294W","NC_001134.8","789235","791814","+",2580
"546","gene-YBR295W","NC_001134.8","792849","796499","+",3651
"547","gene-YBR296C","NC_001134.8","796798","798522","-",1725
"548","gene-YBR296C-A","NC_001134.8","800123","800242","-",120
"549","gene-YBR297W","NC_001134.8","800523","801929","+",1407
"550","gene-YBR298C","NC_001134.8","802631","804475","-",1845
"551","gene-YBR298C-A","NC_001134.8","805035","805256","-",222
"552","gene-YBR299W","NC_001134.8","805351","807105","+",1755
"553","gene-YBR301W","NC_001134.8","809057","809419","+",363
"554","gene-YBR302C","NC_001134.8","810340","811479","-",1140
"555","gene-YCL001W","NC_001135.5","111916","112482","+",567
"556","gene-YCL001W-A","NC_001135.5","113080","113541","+",462
"557","gene-YCL001W-B","NC_001135.5","113770","114024","+",255
"558","gene-YCL002C","NC_001135.5;NC_001135.5","110808;111634","111557;111675","-;-",792
"559","gene-YCL004W","NC_001135.5","109105","110670","+",1566
"560","gene-YCL005W","NC_001135.5","108021","108791","+",771
"561","gene-YCL005W-A","NC_001135.5;NC_001135.5;NC_001135.5","107023;107111;107288","107033;107191;107417","+;+;+",222
"562","gene-YCL008C","NC_001135.5","105696","106853","-",1158
"563","gene-YCL009C","NC_001135.5","104619","105548","-",930
"564","gene-YCL010C","NC_001135.5","103571","104350","-",780
"565","gene-YCL011C","NC_001135.5","102075","103358","-",1284
"566","gene-YCL012C","NC_001135.5;NC_001135.5","101317;101701","101633;101788","-;-",405
"567","gene-YCL014W","NC_001135.5","96281","101191","+",4911
"568","gene-YCL016C","NC_001135.5","94621","95763","-",1143
"569","gene-YCL017C","NC_001135.5","92777","94270","-",1494
"570","gene-YCL018W","NC_001135.5","91324","92418","+",1095
"571","gene-YCL019W","NC_001135.5","85102","90415","+",5314
"572","gene-YCL020W","NC_001135.5","85102","86418","+",1317
"573","gene-YCL021W-A","NC_001135.5","83620","83997","+",378
"574","gene-YCL024W","NC_001135.5","79162","82275","+",3114
"575","gene-YCL025C","NC_001135.5","76018","77919","-",1902
"576","gene-YCL026C-A","NC_001135.5","74704","75285","-",582
"577","gene-YCL026C-B","NC_001135.5","73405","73986","-",582
"578","gene-YCL027W","NC_001135.5","71803","73341","+",1539
"579","gene-YCL028W","NC_001135.5","70150","71367","+",1218
"580","gene-YCL029C","NC_001135.5","68599","69921","-",1323
"581","gene-YCL030C","NC_001135.5","65934","68333","-",2400
"582","gene-YCL031C","NC_001135.5","64675","65568","-",894
"583","gene-YCL032W","NC_001135.5","63441","64481","+",1041
"584","gene-YCL033C","NC_001135.5","62776","63282","-",507
"585","gene-YCL034W","NC_001135.5","61658","62722","+",1065
"586","gene-YCL035C","NC_001135.5","60841","61173","-",333
"587","gene-YCL036W","NC_001135.5","59026","60726","+",1701
"588","gene-YCL037C","NC_001135.5","57374","58678","-",1305
"589","gene-YCL038C","NC_001135.5","54941","56527","-",1587
"590","gene-YCL039W","NC_001135.5","52645","54882","+",2238
"591","gene-YCL040W","NC_001135.5","50838","52340","+",1503
"592","gene-YCL042W","NC_001135.5","50584","50943","+",360
"593","gene-YCL043C","NC_001135.5","48653","50221","-",1569
"594","gene-YCL044C","NC_001135.5","47111","48364","-",1254
"595","gene-YCL045C","NC_001135.5","44623","46905","-",2283
"596","gene-YCL047C","NC_001135.5","43661","44437","-",777
"597","gene-YCL048W","NC_001135.5","42165","43556","+",1392
"598","gene-YCL048W-A","NC_001135.5","41488","41727","+",240
"599","gene-YCL049C","NC_001135.5","39786","40724","-",939
"600","gene-YCL050C","NC_001135.5","37836","38801","-",966
"601","gene-YCL051W","NC_001135.5","35865","37616","+",1752
"602","gene-YCL052C","NC_001135.5","34143","35393","-",1251
"603","gene-YCL054W","NC_001135.5","31449","33974","+",2526
"604","gene-YCL054W-A","NC_001135.5","30910","30996","+",87
"605","gene-YCL055W","NC_001135.5","27929","28936","+",1008
"606","gene-YCL056C","NC_001135.5","26925","27359","-",435
"607","gene-YCL057C-A","NC_001135.5","24032","24325","-",294
"608","gene-YCL057W","NC_001135.5","24768","26906","+",2139
"609","gene-YCL058C","NC_001135.5","23523","23981","-",459
"610","gene-YCL058W-A","NC_001135.5","23584","23925","+",342
"611","gene-YCL059C","NC_001135.5","22429","23379","-",951
"612","gene-YCL061C","NC_001135.5","18816","22106","-",3291
"613","gene-YCL063W","NC_001135.5","17290","18561","+",1272
"614","gene-YCL064C","NC_001135.5","15798","16880","-",1083
"615","gene-YCL066W","NC_001135.5","13282","13809","+",528
"616","gene-YCL067C","NC_001135.5","12386","13018","-",633
"617","gene-YCL068C","NC_001135.5","11503","12285","-",783
"618","gene-YCL069W","NC_001135.5","9706","11082","+",1377
"619","gene-YCL073C","NC_001135.5","6479","8326","-",1848
"620","gene-YCL074W","NC_001135.5","2824","3750","+",927
"621","gene-YCL075W","NC_001135.5","2126","2566","+",441
"622","gene-YCR001W","NC_001135.5","115685","115999","+",315
"623","gene-YCR002C","NC_001135.5","117380","118348","-",969
"624","gene-YCR003W","NC_001135.5","118620","119171","+",552
"625","gene-YCR004C","NC_001135.5","119575","120318","-",744
"626","gene-YCR005C","NC_001135.5","120946","122328","-",1383
"627","gene-YCR006C","NC_001135.5","122530","123003","-",474
"628","gene-YCR007C","NC_001135.5","126011","126730","-",720
"629","gene-YCR008W","NC_001135.5","128470","130281","+",1812
"630","gene-YCR009C","NC_001135.5","130745","131542","-",798
"631","gene-YCR010C","NC_001135.5","132273","133124","-",852
"632","gene-YCR011C","NC_001135.5","133724","136873","-",3150
"633","gene-YCR012W","NC_001135.5","137746","138996","+",1251
"634","gene-YCR014C","NC_001135.5","139185","140933","-",1749
"635","gene-YCR015C","NC_001135.5","141217","142170","-",954
"636","gene-YCR016W","NC_001135.5","143634","144506","+",873
"637","gene-YCR017C","NC_001135.5","144773","147634","-",2862
"638","gene-YCR018C","NC_001135.5","148238","148903","-",666
"639","gene-YCR019W","NC_001135.5","152837","153928","+",1092
"640","gene-YCR020C","NC_001135.5","154012","154659","-",648
"641","gene-YCR020C-A","NC_001135.5","154830","155096","-",267
"642","gene-YCR020W-B","NC_001135.5","155320","155556","+",237
"643","gene-YCR021C","NC_001135.5","156109","157107","-",999
"644","gene-YCR022C","NC_001135.5","157421","157765","-",345
"645","gene-YCR023C","NC_001135.5","158538","160373","-",1836
"646","gene-YCR024C","NC_001135.5","160744","162222","-",1479
"647","gene-YCR024C-A","NC_001135.5","162945","163067","-",123
"648","gene-YCR024C-B","NC_001135.5","162599","162865","-",267
"649","gene-YCR025C","NC_001135.5","163446","163856","-",411
"650","gene-YCR026C","NC_001135.5","164111","166339","-",2229
"651","gene-YCR027C","NC_001135.5","167370","167999","-",630
"652","gene-YCR028C","NC_001135.5","170886","172424","-",1539
"653","gene-YCR028C-A","NC_001135.5;NC_001135.5","172950;173199","173115;173440","-;-",408
"654","gene-YCR030C","NC_001135.5","173826","176438","-",2613
"655","gene-YCR031C","NC_001135.5;NC_001135.5","177500;178214","177906;178220","-;-",414
"656","gene-YCR032W","NC_001135.5","179520","186023","+",6504
"657","gene-YCR033W","NC_001135.5","186489","190169","+",3681
"658","gene-YCR034W","NC_001135.5","190592","191635","+",1044
"659","gene-YCR035C","NC_001135.5","191834","193018","-",1185
"660","gene-YCR036W","NC_001135.5","193297","194298","+",1002
"661","gene-YCR037C","NC_001135.5","194414","197185","-",2772
"662","gene-YCR038C","NC_001135.5","197621","199549","-",1929
"663","gene-YCR039C","NC_001135.5","199546","200178","-",633
"664","gene-YCR040W","NC_001135.5","200442","200969","+",528
"665","gene-YCR041W","NC_001135.5","200911","201243","+",333
"666","gene-YCR042C","NC_001135.5","201174","205397","-",4224
"667","gene-YCR043C","NC_001135.5","206261","206644","-",384
"668","gene-YCR044C","NC_001135.5","206877","207950","-",1074
"669","gene-YCR045C","NC_001135.5","208135","209610","-",1476
"670","gene-YCR046C","NC_001135.5","209914","210423","-",510
"671","gene-YCR047C","NC_001135.5","210718","211545","-",828
"672","gene-YCR048W","NC_001135.5","211929","213761","+",1833
"673","gene-YCR050C","NC_001135.5","213464","213772","-",309
"674","gene-YCR051W","NC_001135.5","214071","214739","+",669
"675","gene-YCR052W","NC_001135.5","214994","216445","+",1452
"676","gene-YCR053W","NC_001135.5","216697","218241","+",1545
"677","gene-YCR054C","NC_001135.5","218376","220067","-",1692
"678","gene-YCR057C","NC_001135.5","220457","223228","-",2772
"679","gene-YCR059C","NC_001135.5","223454","224230","-",777
"680","gene-YCR060W","NC_001135.5","224399","224734","+",336
"681","gene-YCR061W","NC_001135.5","225563","227458","+",1896
"682","gene-YCR063W","NC_001135.5","228318","228791","+",474
"683","gene-YCR065W","NC_001135.5","229310","231004","+",1695
"684","gene-YCR066W","NC_001135.5","231500","232963","+",1464
"685","gene-YCR067C","NC_001135.5","233125","236322","-",3198
"686","gene-YCR068W","NC_001135.5","237214","238776","+",1563
"687","gene-YCR069W","NC_001135.5","239055","240011","+",957
"688","gene-YCR071C","NC_001135.5","240103","240543","-",441
"689","gene-YCR072C","NC_001135.5","240805","242352","-",1548
"690","gene-YCR073C","NC_001135.5","242588","246583","-",3996
"691","gene-YCR073W-A","NC_001135.5","246963","247910","+",948
"692","gene-YCR075C","NC_001135.5","248033","248815","-",783
"693","gene-YCR075W-A","NC_001135.5","248975","249202","+",228
"694","gene-YCR076C","NC_001135.5","249293","250045","-",753
"695","gene-YCR077C","NC_001135.5","250238","252628","-",2391
"696","gene-YCR079W","NC_001135.5","252845","254173","+",1329
"697","gene-YCR081W","NC_001135.5","254371","258654","+",4284
"698","gene-YCR082W","NC_001135.5","258883","259269","+",387
"699","gene-YCR083W","NC_001135.5","259578","259961","+",384
"700","gene-YCR084C","NC_001135.5","260311","262452","-",2142
"701","gene-YCR085W","NC_001135.5","262916","263269","+",354
"702","gene-YCR086W","NC_001135.5","263392","263964","+",573
"703","gene-YCR087C-A","NC_001135.5","264006","264467","-",462
"704","gene-YCR088W","NC_001135.5","265068","266846","+",1779
"705","gene-YCR089W","NC_001135.5","267434","272263","+",4830
"706","gene-YCR090C","NC_001135.5","272315","272863","-",549
"707","gene-YCR091W","NC_001135.5","274404","276566","+",2163
"708","gene-YCR092C","NC_001135.5","276764","279820","-",3057
"709","gene-YCR093W","NC_001135.5","280117","286443","+",6327
"710","gene-YCR094W","NC_001135.5","286762","287937","+",1176
"711","gene-YCR095C","NC_001135.5","288170","289258","-",1089
"712","gene-YCR095W-A","NC_001135.5","289639","289797","+",159
"713","gene-YCR096C","NC_001135.5","293179","293538","-",360
"714","gene-YCR097W","NC_001135.5;NC_001135.5;NC_001135.5","293835;293994;294292","293939;294239;294321","+;+;+",381
"715","gene-YCR098C","NC_001135.5","297049","298605","-",1557
"716","gene-YCR099C","NC_001135.5","300832","301299","-",468
"717","gene-YCR100C","NC_001135.5","301271","302221","-",951
"718","gene-YCR101C","NC_001135.5","302482","303030","-",549
"719","gene-YCR102C","NC_001135.5","304361","305467","-",1107
"720","gene-YCR104W","NC_001135.5","307801","308175","+",375
